2018-01-29 10:47:32,343 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2018-01-29 10:47:32,350 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2018-01-29 10:47:32,352 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2018-01-29 10:47:32,357 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2018-01-29 10:47:32,452 [Worker-8] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.lin:ssm_server:0.0.1-SNAPSHOT @ E:\workspace\ssm_server\pom.xml.
2018-01-29 10:47:32,471 [Worker-8] WARN  o.e.m.w.i.utilities.DebugUtilities - ==============Processing ssm_server dependencies ===============
2018-01-29 10:47:33,599 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2018-01-29 10:47:33,616 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2018-01-29 10:47:33,618 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2018-01-29 10:47:33,625 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
